query,pipeline,metric,value
n95 not kn95 masks,baseline,ratio_of_ratings,0.2222222222222222
nail grinder,baseline,ratio_of_ratings,0.0
nail polish & decoration products,baseline,ratio_of_ratings,0.0
nail tips,baseline,ratio_of_ratings,0.3
name necklace personalized rose gold,baseline,ratio_of_ratings,0.5
native deodorant for men,baseline,ratio_of_ratings,0.2
natural millet,baseline,ratio_of_ratings,0.8
natural odor eliminator,baseline,ratio_of_ratings,0.0
navistar international,baseline,ratio_of_ratings,1.0
neck cream,baseline,ratio_of_ratings,0.3
nerf all guns,baseline,ratio_of_ratings,0.0
neutrogena spray sunscreen 100,baseline,ratio_of_ratings,1.0
night light,baseline,ratio_of_ratings,0.0
nightmare before christmas sally dress,baseline,ratio_of_ratings,0.5
nike pants men,baseline,ratio_of_ratings,0.0
nike pullover hoodie men,baseline,ratio_of_ratings,0.3
nike socks unisex,baseline,ratio_of_ratings,0.2
ninja maker594,baseline,ratio_of_ratings,1.0
note 10+ camera protector,baseline,ratio_of_ratings,0.8
note10,baseline,ratio_of_ratings,0.0
number memory game,baseline,ratio_of_ratings,0.1
nutcracker,baseline,ratio_of_ratings,0.6
office pens,baseline,ratio_of_ratings,0.0
oil free face moisturizer,baseline,ratio_of_ratings,0.2
one protein bars,baseline,ratio_of_ratings,0.4
onesies for women,baseline,ratio_of_ratings,0.0
oodies,baseline,ratio_of_ratings,1.0
oranges,baseline,ratio_of_ratings,0.3
origins grapefruit body wash,baseline,ratio_of_ratings,0.0
outdoor baby swing,baseline,ratio_of_ratings,0.2
outdoor furniture bistro sets,baseline,ratio_of_ratings,0.1
outdoor rugs for patios,baseline,ratio_of_ratings,0.0
outdoor wall covering,baseline,ratio_of_ratings,0.0
outlet cover,baseline,ratio_of_ratings,0.2
oval tablecloth,baseline,ratio_of_ratings,0.2
over the door mirror,baseline,ratio_of_ratings,0.6
over the shoulder wallet,baseline,ratio_of_ratings,0.0
overland gear,baseline,ratio_of_ratings,0.4
owl banner,baseline,ratio_of_ratings,0.7777777777777778
oxford studies in digital politics,baseline,ratio_of_ratings,1.0
pack of scarfs for women,baseline,ratio_of_ratings,0.0
pagan stickers,baseline,ratio_of_ratings,1.0
pajamas for girls,baseline,ratio_of_ratings,0.0
pajamas women,baseline,ratio_of_ratings,0.0
panasonic th-42pz700u,baseline,ratio_of_ratings,1.0
panthers phone case,baseline,ratio_of_ratings,0.75
paperwhite kindle,baseline,ratio_of_ratings,0.0
parasite books,baseline,ratio_of_ratings,1.0
party dress 4t,baseline,ratio_of_ratings,0.2
patrin,baseline,ratio_of_ratings,1.0
pebeo vitrail,baseline,ratio_of_ratings,1.0
pei 3d printer sheet,baseline,ratio_of_ratings,1.0
pentair pentek big blue,baseline,ratio_of_ratings,0.7
people magazine home time,baseline,ratio_of_ratings,0.0
percussion massager,baseline,ratio_of_ratings,0.1
perfume saint laurent,baseline,ratio_of_ratings,0.25
petite dressy spandex pants,baseline,ratio_of_ratings,0.2
pflueger president spinning reel,baseline,ratio_of_ratings,0.875
phillips norelco replacement blades,baseline,ratio_of_ratings,0.6666666666666666
phone case for an lg,baseline,ratio_of_ratings,0.1
pink lunch box,baseline,ratio_of_ratings,0.4
pink toothpicks for appetizers,baseline,ratio_of_ratings,0.6
pioneer woman cookware,baseline,ratio_of_ratings,1.0
pj robe kids,baseline,ratio_of_ratings,0.0
plague doctor mask,baseline,ratio_of_ratings,0.7
plasti dip,baseline,ratio_of_ratings,0.5
play kitchen for toddlers accessories,baseline,ratio_of_ratings,0.0
plug in room fresheners for home,baseline,ratio_of_ratings,0.0
pocket folders with brads,baseline,ratio_of_ratings,0.0
pokemon super mystery dungeon 3ds,baseline,ratio_of_ratings,1.0
porcelain figurines collectibles,baseline,ratio_of_ratings,0.0
portable cologne sprayer,baseline,ratio_of_ratings,0.5714285714285714
portable lint remover,baseline,ratio_of_ratings,0.8
powder coat paint,baseline,ratio_of_ratings,0.3
power steering low pressure return line,baseline,ratio_of_ratings,1.0
princess accesories,baseline,ratio_of_ratings,0.0
princess leia costume women,baseline,ratio_of_ratings,1.0
protector lg q7,baseline,ratio_of_ratings,0.5
ps4 console,baseline,ratio_of_ratings,0.0
ps4 joystick controller,baseline,ratio_of_ratings,0.0
pumping backpack,baseline,ratio_of_ratings,0.3
pure dhea 25mg,baseline,ratio_of_ratings,1.0
pure wave massager,baseline,ratio_of_ratings,0.6666666666666666
purity products,baseline,ratio_of_ratings,1.0
purple silicone spatula,baseline,ratio_of_ratings,0.7
push up handles for floor rotating,baseline,ratio_of_ratings,0.8333333333333334
queen size blanket cover,baseline,ratio_of_ratings,0.1
quick read digital thermometer,baseline,ratio_of_ratings,0.7
rabbit drinking bottle,baseline,ratio_of_ratings,0.6666666666666666
rae dunn christmas mug,baseline,ratio_of_ratings,0.5
rainbow loom bands,baseline,ratio_of_ratings,0.1
rc transmitter and receiver,baseline,ratio_of_ratings,0.5
read it yourself,baseline,ratio_of_ratings,0.2
real rose petals,baseline,ratio_of_ratings,0.6
rebel eos t3 macro lens,baseline,ratio_of_ratings,0.3333333333333333
red casual dress,baseline,ratio_of_ratings,0.2
red cedar log yearbook,baseline,ratio_of_ratings,1.0
red hair color permanent,baseline,ratio_of_ratings,0.0
red led 12v,baseline,ratio_of_ratings,0.1
red worms live,baseline,ratio_of_ratings,0.7
removable stove top cover,baseline,ratio_of_ratings,0.0
renaiss oil painting,baseline,ratio_of_ratings,1.0
renewed,baseline,ratio_of_ratings,0.0
respirator mask dust,baseline,ratio_of_ratings,0.0
retirement party decorations for women,baseline,ratio_of_ratings,0.7
retractable screen doors,baseline,ratio_of_ratings,0.2
reusable produce bags,baseline,ratio_of_ratings,0.1
reusable water bottles bpa free 16 oz,baseline,ratio_of_ratings,0.4
ribeye steaks,baseline,ratio_of_ratings,0.4
rice seasoning,baseline,ratio_of_ratings,0.7
ride on tractor,baseline,ratio_of_ratings,0.3
rilakkuma lanyard,baseline,ratio_of_ratings,1.0
ring light for iphone,baseline,ratio_of_ratings,0.3
ripped capris for women plus size,baseline,ratio_of_ratings,0.2
robert plant,baseline,ratio_of_ratings,0.3333333333333333
rolling organizer,baseline,ratio_of_ratings,0.1
root touch up blonde ),baseline,ratio_of_ratings,0.2
rope skipping without rope,baseline,ratio_of_ratings,0.8
royal blue striped shirt women,baseline,ratio_of_ratings,0.0
rubber grommet plugs,baseline,ratio_of_ratings,0.0
rudin by ivan turgenev,baseline,ratio_of_ratings,1.0
rug sets 3 piece with runner,baseline,ratio_of_ratings,0.0
s8,baseline,ratio_of_ratings,0.0
sa bodywash,baseline,ratio_of_ratings,0.0
sagittarius,baseline,ratio_of_ratings,0.3
sailor moon choker,baseline,ratio_of_ratings,0.0
samsung 9 case,baseline,ratio_of_ratings,0.0
samsung fridge water filter rf24fsedbsr,baseline,ratio_of_ratings,0.5
samsung galaxy s9 charger fast charging,baseline,ratio_of_ratings,0.1
samsung watch protector 40mm,baseline,ratio_of_ratings,0.4
sandbox truck,baseline,ratio_of_ratings,0.4
santa wrapping paper,baseline,ratio_of_ratings,0.3
satanic hoodie,baseline,ratio_of_ratings,1.0
sawgrass ink,baseline,ratio_of_ratings,1.0
scales digital weight food,baseline,ratio_of_ratings,0.0
scallops,baseline,ratio_of_ratings,0.3
scoutmaster minutes,baseline,ratio_of_ratings,1.0
screw kit,baseline,ratio_of_ratings,0.1
se seat clamp,baseline,ratio_of_ratings,0.3333333333333333
sea life camera,baseline,ratio_of_ratings,0.0
seanan mcguire,baseline,ratio_of_ratings,0.9
security camera hd,baseline,ratio_of_ratings,0.0
shampoo buddy,baseline,ratio_of_ratings,0.5
shams,baseline,ratio_of_ratings,0.2
shazam,baseline,ratio_of_ratings,0.5
shea moisture body wash,baseline,ratio_of_ratings,0.7
shilajit honey,baseline,ratio_of_ratings,0.8
shiny car decal,baseline,ratio_of_ratings,0.125
shirt pins for women,baseline,ratio_of_ratings,0.5
shoe s,baseline,ratio_of_ratings,0.0
shoes with wheels for boys,baseline,ratio_of_ratings,0.1
shop air filtration system,baseline,ratio_of_ratings,0.3333333333333333
shoyo drink,baseline,ratio_of_ratings,1.0
shredders for home,baseline,ratio_of_ratings,0.14285714285714285
signal booster band 12,baseline,ratio_of_ratings,0.2
silk flowers,baseline,ratio_of_ratings,0.0
silk sweaters for petite women,baseline,ratio_of_ratings,0.0
similac milk,baseline,ratio_of_ratings,0.6
simple womens halloween costumes,baseline,ratio_of_ratings,0.0
size 15 knitting needles,baseline,ratio_of_ratings,0.6
size 6 diapers,baseline,ratio_of_ratings,0.5
sketch book binder,baseline,ratio_of_ratings,0.0
skywatcher dobsonian 8,baseline,ratio_of_ratings,1.0
slim leg straight cut jeans,baseline,ratio_of_ratings,0.0
sling backpack purse for women kavu,baseline,ratio_of_ratings,0.0
slots organizer,baseline,ratio_of_ratings,0.2
small 2 tier bookshelf,baseline,ratio_of_ratings,0.2222222222222222
small dog collars with bling,baseline,ratio_of_ratings,0.5
small pet wood ladder,baseline,ratio_of_ratings,0.3
small plastic storage cubes,baseline,ratio_of_ratings,0.1
"smart watch color women, men black",baseline,ratio_of_ratings,0.1
smie,baseline,ratio_of_ratings,1.0
sml,baseline,ratio_of_ratings,0.1
snacks,baseline,ratio_of_ratings,0.0
snow and rain boots for women,baseline,ratio_of_ratings,0.1
snowflake necklace,baseline,ratio_of_ratings,0.7
sofa cover for dogs,baseline,ratio_of_ratings,0.1
sog fixed blade knives with sheath,baseline,ratio_of_ratings,0.6666666666666666
solar christmas tree,baseline,ratio_of_ratings,0.1
sony xperia l1 case,baseline,ratio_of_ratings,1.0
sound bars for tv,baseline,ratio_of_ratings,0.2
spider crop top,baseline,ratio_of_ratings,1.0
spinnypins,baseline,ratio_of_ratings,1.0
split monitor adapter for computer,baseline,ratio_of_ratings,0.0
splitter cable for headset,baseline,ratio_of_ratings,0.5
st patricks day door decoration,baseline,ratio_of_ratings,0.5
stanley thermos,baseline,ratio_of_ratings,0.8
star wars edge of the empire,baseline,ratio_of_ratings,1.0
star wars imperial star destroyer,baseline,ratio_of_ratings,0.6666666666666666
stihl ms200,baseline,ratio_of_ratings,1.0
stocking holder,baseline,ratio_of_ratings,0.3
story grid,baseline,ratio_of_ratings,0.6
straight crochet hair,baseline,ratio_of_ratings,0.4
strawberry sweater,baseline,ratio_of_ratings,0.6
stuart woods the short forever,baseline,ratio_of_ratings,1.0
suction cup holder for desk,baseline,ratio_of_ratings,0.375
sundiata,baseline,ratio_of_ratings,1.0
sunflower blue hair wreath,baseline,ratio_of_ratings,1.0
survival kit,baseline,ratio_of_ratings,0.3
swim caps for women swimming waterproof,baseline,ratio_of_ratings,0.9
t,baseline,ratio_of_ratings,0.0
tab a case,baseline,ratio_of_ratings,0.1
table board reversible cutting board,baseline,ratio_of_ratings,0.3
table lamp designed,baseline,ratio_of_ratings,0.1
tablet,baseline,ratio_of_ratings,0.2
tacks for upholstery,baseline,ratio_of_ratings,0.9
tazo iced tea,baseline,ratio_of_ratings,0.7
teamsters,baseline,ratio_of_ratings,0.8
teenage girl gifts,baseline,ratio_of_ratings,0.0
teriyaki sauce,baseline,ratio_of_ratings,0.0
thank you note cards without envelopes,baseline,ratio_of_ratings,0.5
the big easy,baseline,ratio_of_ratings,0.5
the female of the species,baseline,ratio_of_ratings,0.6
the manor house murder,baseline,ratio_of_ratings,0.6
the school of greatness by lewis howes,baseline,ratio_of_ratings,1.0
the taking of deborah logan,baseline,ratio_of_ratings,0.4
through wall heat and a/c,baseline,ratio_of_ratings,0.0
tik tok led lights,baseline,ratio_of_ratings,0.0
timberland for women,baseline,ratio_of_ratings,0.0
tinting wrap tools,baseline,ratio_of_ratings,0.2
to son from dad,baseline,ratio_of_ratings,0.2
tool lp,baseline,ratio_of_ratings,0.3
tooth grinding,baseline,ratio_of_ratings,0.0
top gear,baseline,ratio_of_ratings,0.2
touch free soap dispenser,baseline,ratio_of_ratings,0.7
towels bathroom sets clearance prime,baseline,ratio_of_ratings,0.0
toy grill set for boys,baseline,ratio_of_ratings,0.2
translator without internet,baseline,ratio_of_ratings,1.0
trash cans for office,baseline,ratio_of_ratings,0.0
travel cord roll,baseline,ratio_of_ratings,0.3333333333333333
troika: a communicative approach,baseline,ratio_of_ratings,1.0
troll dolls,baseline,ratio_of_ratings,0.6666666666666666
trooper bandana shoe,baseline,ratio_of_ratings,1.0
turmeric extract,baseline,ratio_of_ratings,0.3
turquoise blue dress,baseline,ratio_of_ratings,0.5
tutu skirt for baby girl,baseline,ratio_of_ratings,0.0
tutus for women,baseline,ratio_of_ratings,0.1
twin xl comforter for college girls,baseline,ratio_of_ratings,0.0
ubbi diaper pail,baseline,ratio_of_ratings,0.5
under armour,baseline,ratio_of_ratings,0.0
under armour rock project,baseline,ratio_of_ratings,0.6
under counter lighting,baseline,ratio_of_ratings,0.1
unlocked pixel 3,baseline,ratio_of_ratings,0.2
unlocked samsung galaxy s9 plus,baseline,ratio_of_ratings,0.5
urns for human ashes,baseline,ratio_of_ratings,0.3
ursa major,baseline,ratio_of_ratings,0.9
usb extension cord,baseline,ratio_of_ratings,0.0
uv filter 49mm,baseline,ratio_of_ratings,0.9
valenties,baseline,ratio_of_ratings,0.7777777777777778
valentines gifts for him,baseline,ratio_of_ratings,0.0
vcr dvd combo,baseline,ratio_of_ratings,0.6
vegan protein powder,baseline,ratio_of_ratings,0.1
velvet dresses for women,baseline,ratio_of_ratings,0.1
vest zipper women,baseline,ratio_of_ratings,0.4
victor mouse trap,baseline,ratio_of_ratings,0.6
video games,baseline,ratio_of_ratings,0.1
vintage veil hat,baseline,ratio_of_ratings,0.5
vinyl coated weights 10 lb,baseline,ratio_of_ratings,0.4
vinyl records,baseline,ratio_of_ratings,0.0
vocabulary builder,baseline,ratio_of_ratings,0.3
voda reve,baseline,ratio_of_ratings,1.0
volt lighting transformer,baseline,ratio_of_ratings,0.4
vortrak,baseline,ratio_of_ratings,1.0
voss,baseline,ratio_of_ratings,0.4
wahl finale,baseline,ratio_of_ratings,0.75
walk on red sole paint,baseline,ratio_of_ratings,1.0
wall lights bedroom,baseline,ratio_of_ratings,0.1
wall mounted wooden spice storage rack,baseline,ratio_of_ratings,0.0
wallniture,baseline,ratio_of_ratings,0.4
water pills sundown,baseline,ratio_of_ratings,0.875
waterproof limit switch,baseline,ratio_of_ratings,0.6
waxing strips for men,baseline,ratio_of_ratings,0.6
wd purple 8tb,baseline,ratio_of_ratings,0.6666666666666666
we could've finished last without you,baseline,ratio_of_ratings,1.0
weber grill cover,baseline,ratio_of_ratings,0.3
weighted blanket without beads,baseline,ratio_of_ratings,0.2
wella 7r 810,baseline,ratio_of_ratings,1.0
wheelchair for adults,baseline,ratio_of_ratings,0.1
white booties,baseline,ratio_of_ratings,0.4
white collar long sleeve shirt women,baseline,ratio_of_ratings,0.0
white messenger bag,baseline,ratio_of_ratings,0.2
white platform bed frame queen,baseline,ratio_of_ratings,0.1
white spandex shorts under dresses,baseline,ratio_of_ratings,0.0
white strobe lights,baseline,ratio_of_ratings,0.1
wifi siren alarm,baseline,ratio_of_ratings,0.3
window plant holder outdoor,baseline,ratio_of_ratings,0.2
windows 10 for dummies,baseline,ratio_of_ratings,0.8333333333333334
windproof lighter rechargeable flexible,baseline,ratio_of_ratings,0.6
winter cycling shoe covers,baseline,ratio_of_ratings,0.8
winter jacket,baseline,ratio_of_ratings,0.0
wireless keyboard mouse combo,baseline,ratio_of_ratings,0.3
womans wallet,baseline,ratio_of_ratings,0.0
women cardigan,baseline,ratio_of_ratings,0.0
women strapless bathing suit,baseline,ratio_of_ratings,0.1
women zip up hoodie,baseline,ratio_of_ratings,0.0
women's crop-top letter printed sweatshirt usa,baseline,ratio_of_ratings,1.0
women's running socks,baseline,ratio_of_ratings,0.4
womens 3/4 sleeve tops and blouses,baseline,ratio_of_ratings,0.1
womens open front hoodie,baseline,ratio_of_ratings,0.1
womens sexy xl shirt,baseline,ratio_of_ratings,0.1
womens summer hat,baseline,ratio_of_ratings,0.1
womens swimsuits plus size two piece,baseline,ratio_of_ratings,0.0
wood shelves wall mounted,baseline,ratio_of_ratings,0.0
wooden gifts for men,baseline,ratio_of_ratings,0.0
wooden stool,baseline,ratio_of_ratings,0.0
wooden suit hangers for men,baseline,ratio_of_ratings,0.4
word wall letters,baseline,ratio_of_ratings,0.1
work pants for women office plus size,baseline,ratio_of_ratings,0.0
wrench arborist,baseline,ratio_of_ratings,1.0
wrestling shoes,baseline,ratio_of_ratings,0.2
wrist compression brace,baseline,ratio_of_ratings,0.2
wristlet crossbody anti theft,baseline,ratio_of_ratings,0.2222222222222222
wusthof knife set without block,baseline,ratio_of_ratings,1.0
xbox one compatible keyboard and mouse combo,baseline,ratio_of_ratings,0.42857142857142855
xlr splitter 2 female 1 male,baseline,ratio_of_ratings,1.0
yamaha psr ew410,baseline,ratio_of_ratings,1.0
yogi tea stomach ease,baseline,ratio_of_ratings,0.6666666666666666
yongnuo led,baseline,ratio_of_ratings,0.9
youtu,baseline,ratio_of_ratings,0.0
zinc liquid supplement,baseline,ratio_of_ratings,0.4
zoom eyepiece for telescope,baseline,ratio_of_ratings,0.7
zumba shoes,baseline,ratio_of_ratings,0.2
zyrtec,baseline,ratio_of_ratings,0.4
